,subject,trial,x_time,y
257,6,1,6.425,0
258,6,1,6.45,0
259,6,1,6.475,0
260,6,1,6.5,0
261,6,1,6.525,0
262,6,1,6.55,0
263,6,1,6.575,0
264,6,1,6.6,0
265,6,1,6.625,0
266,6,1,6.65,0
267,6,1,6.675,0
268,6,1,6.7,0
269,6,1,6.725,0
270,6,1,6.75,0
271,6,1,6.775,0
272,6,1,6.8,0
273,6,1,6.825,0
274,6,1,6.85,0
275,6,1,6.875,0
276,6,1,6.9,0
277,6,1,6.925,0
278,6,1,6.95,0
279,6,1,6.975,0
280,6,1,7.0,0
281,6,1,7.025,0
282,6,1,7.05,0
283,6,1,7.075,0
284,6,1,7.1,0
285,6,1,7.125,0
286,6,1,7.15,0
287,6,1,7.175,0
288,6,1,7.2,0
289,6,1,7.225,0
290,6,1,7.25,0
291,6,1,7.275,0
292,6,1,7.3,0
293,6,1,7.325,0
294,6,1,7.35,0
295,6,1,7.375,0
296,6,1,7.4,0
297,6,1,7.425,0
298,6,1,7.45,0
299,6,1,7.475,0
300,6,1,7.5,0
301,6,1,7.525,0
302,6,1,7.55,0
303,6,1,7.575,0
304,6,1,7.6,0
305,6,1,7.625,0
306,6,1,7.65,0
307,6,1,7.675,0
308,6,1,7.7,0
309,6,1,7.725,0
310,6,1,7.75,0
311,6,1,7.775,0
312,6,1,7.8,0
313,6,1,7.825,0
314,6,1,7.85,0
315,6,1,7.875,0
316,6,1,7.9,0
317,6,1,7.925,0
318,6,1,7.95,0
319,6,1,7.975,0
320,6,1,8.0,0
321,6,1,8.025,0
322,6,1,8.05,0
323,6,1,8.075,0
324,6,1,8.1,0
325,6,1,8.125,0
326,6,1,8.15,0
327,6,1,8.175,0
328,6,1,8.2,0
329,6,1,8.225,0
330,6,1,8.25,0
331,6,1,8.275,0
332,6,1,8.3,0
333,6,1,8.325,0
334,6,1,8.35,0
335,6,1,8.375,0
336,6,1,8.4,0
337,6,1,8.425,0
338,6,1,8.45,0
339,6,1,8.475,0
340,6,1,8.5,0
341,6,1,8.525,0
342,6,1,8.55,0
343,6,1,8.575,0
344,6,1,8.6,0
345,6,1,8.625,0
346,6,1,8.65,0
347,6,1,8.675,0
348,6,1,8.7,0
349,6,1,8.725,0
350,6,1,8.75,0
351,6,1,8.775,0
352,6,1,8.8,0
353,6,1,8.825,0
354,6,1,8.85,0
355,6,1,8.875,0
356,6,1,8.9,0
357,6,1,8.925,0
358,6,1,8.95,0
359,6,1,8.975,0
360,6,1,9.0,0
361,6,1,9.025,0
362,6,1,9.05,0
363,6,1,9.075,0
364,6,1,9.1,0
365,6,1,9.125,0
366,6,1,9.15,0
367,6,1,9.175,0
368,6,1,9.2,0
369,6,1,9.225,0
370,6,1,9.25,0
371,6,1,9.275,0
372,6,1,9.3,0
373,6,1,9.325,0
374,6,1,9.35,0
375,6,1,9.375,0
376,6,1,9.4,0
377,6,1,9.425,0
378,6,1,9.45,0
379,6,1,9.475,0
380,6,1,9.5,0
381,6,1,9.525,0
382,6,1,9.55,0
383,6,1,9.575,0
384,6,1,9.6,0
385,6,1,9.625,0
386,6,1,9.65,0
387,6,1,9.675,0
388,6,1,9.7,0
389,6,1,9.725,0
390,6,1,9.75,0
391,6,1,9.775,0
392,6,1,9.8,0
393,6,1,9.825,0
394,6,1,9.85,0
395,6,1,9.875,0
396,6,1,9.9,0
397,6,1,9.925,0
398,6,1,9.95,0
399,6,1,9.975,0
400,6,1,10.0,0
401,6,1,10.025,0
402,6,1,10.05,0
403,6,1,10.075,0
404,6,1,10.1,0
405,6,1,10.125,0
406,6,1,10.15,0
407,6,1,10.175,0
408,6,1,10.2,0
409,6,1,10.225,0
410,6,1,10.25,0
411,6,1,10.275,0
412,6,1,10.3,0
413,6,1,10.325,0
414,6,1,10.35,0
415,6,1,10.375,0
416,6,1,10.4,0
417,6,1,10.425,0
418,6,1,10.45,0
419,6,1,10.475,0
420,6,1,10.5,0
421,6,1,10.525,0
422,6,1,10.55,0
423,6,1,10.575,0
424,6,1,10.6,0
425,6,1,10.625,0
426,6,1,10.65,0
427,6,1,10.675,0
428,6,1,10.7,0
429,6,1,10.725,0
430,6,1,10.75,0
431,6,1,10.775,0
432,6,1,10.8,0
433,6,1,10.825,0
434,6,1,10.85,0
435,6,1,10.875,0
436,6,1,10.9,0
437,6,1,10.925,0
438,6,1,10.95,0
439,6,1,10.975,0
440,6,1,11.0,0
441,6,1,11.025,0
442,6,1,11.05,0
443,6,1,11.075,0
444,6,1,11.1,0
445,6,1,11.125,0
446,6,1,11.15,0
447,6,1,11.175,0
448,6,1,11.2,0
449,6,1,11.225,0
450,6,1,11.25,0
451,6,1,11.275,0
452,6,1,11.3,0
453,6,1,11.325,0
454,6,1,11.35,0
455,6,1,11.375,0
456,6,1,11.4,0
457,6,1,11.425,0
458,6,1,11.45,0
459,6,1,11.475,0
460,6,1,11.5,0
461,6,1,11.525,0
462,6,1,11.55,0
463,6,1,11.575,0
464,6,1,11.6,0
465,6,1,11.625,0
466,6,1,11.65,0
467,6,1,11.675,0
468,6,1,11.7,0
469,6,1,11.725,0
470,6,1,11.75,0
471,6,1,11.775,0
472,6,1,11.8,0
473,6,1,11.825,0
474,6,1,11.85,0
475,6,1,11.875,0
476,6,1,11.9,0
477,6,1,11.925,0
478,6,1,11.95,0
479,6,1,11.975,0
480,6,1,12.0,0
481,6,1,12.025,0
482,6,1,12.05,0
483,6,1,12.075,0
484,6,1,12.1,0
485,6,1,12.125,0
486,6,1,12.15,0
487,6,1,12.175,0
488,6,1,12.2,0
489,6,1,12.225,0
490,6,1,12.25,0
491,6,1,12.275,0
492,6,1,12.3,0
493,6,1,12.325,0
494,6,1,12.35,0
495,6,1,12.375,0
496,6,1,12.4,0
497,6,1,12.425,0
498,6,1,12.45,0
499,6,1,12.475,0
500,6,1,12.5,0
501,6,1,12.525,0
502,6,1,12.55,0
503,6,1,12.575,0
504,6,1,12.6,0
505,6,1,12.625,0
506,6,1,12.65,0
507,6,1,12.675,0
508,6,1,12.7,0
509,6,1,12.725,0
510,6,1,12.75,0
511,6,1,12.775,0
512,6,1,12.8,0
513,6,1,12.825,0
514,6,1,12.85,0
515,6,1,12.875,0
516,6,1,12.9,0
517,6,1,12.925,0
518,6,1,12.95,0
519,6,1,12.975,0
520,6,1,13.0,0
521,6,1,13.025,0
522,6,1,13.05,0
523,6,1,13.075,0
524,6,1,13.1,0
525,6,1,13.125,0
526,6,1,13.15,0
527,6,1,13.175,0
528,6,1,13.2,0
529,6,1,13.225,0
530,6,1,13.25,0
531,6,1,13.275,0
532,6,1,13.3,0
533,6,1,13.325,0
534,6,1,13.35,0
535,6,1,13.375,0
536,6,1,13.4,0
537,6,1,13.425,0
538,6,1,13.45,0
539,6,1,13.475,0
540,6,1,13.5,0
541,6,1,13.525,0
542,6,1,13.55,0
543,6,1,13.575,0
544,6,1,13.6,0
545,6,1,13.625,0
546,6,1,13.65,0
547,6,1,13.675,0
548,6,1,13.7,0
549,6,1,13.725,0
550,6,1,13.75,0
551,6,1,13.775,0
552,6,1,13.8,0
553,6,1,13.825,0
554,6,1,13.85,0
555,6,1,13.875,0
556,6,1,13.9,0
557,6,1,13.925,0
558,6,1,13.95,0
559,6,1,13.975,0
560,6,1,14.0,0
561,6,1,14.025,0
562,6,1,14.05,0
563,6,1,14.075,0
564,6,1,14.1,0
565,6,1,14.125,0
566,6,1,14.15,0
567,6,1,14.175,0
568,6,1,14.2,0
569,6,1,14.225,0
570,6,1,14.25,0
571,6,1,14.275,0
572,6,1,14.3,0
573,6,1,14.325,0
574,6,1,14.35,0
575,6,1,14.375,0
576,6,1,14.4,0
577,6,1,14.425,0
578,6,1,14.45,0
579,6,1,14.475,0
580,6,1,14.5,0
581,6,1,14.525,0
582,6,1,14.55,0
583,6,1,14.575,0
584,6,1,14.6,0
585,6,1,14.625,0
586,6,1,14.65,0
587,6,1,14.675,0
588,6,1,14.7,0
589,6,1,14.725,0
590,6,1,14.75,0
591,6,1,14.775,0
592,6,1,14.8,0
593,6,1,14.825,0
594,6,1,14.85,0
595,6,1,14.875,0
596,6,1,14.9,0
597,6,1,14.925,0
598,6,1,14.95,0
599,6,1,14.975,0
600,6,1,15.0,0
601,6,1,15.025,0
602,6,1,15.05,0
603,6,1,15.075,0
604,6,1,15.1,0
605,6,1,15.125,0
606,6,1,15.15,0
607,6,1,15.175,0
608,6,1,15.2,0
609,6,1,15.225,0
610,6,1,15.25,0
611,6,1,15.275,0
612,6,1,15.3,0
613,6,1,15.325,0
614,6,1,15.35,0
615,6,1,15.375,0
616,6,1,15.4,0
617,6,1,15.425,0
618,6,1,15.45,0
619,6,1,15.475,0
620,6,1,15.5,0
621,6,1,15.525,0
622,6,1,15.55,0
623,6,1,15.575,0
624,6,1,15.6,0
625,6,1,15.625,0
626,6,1,15.65,0
627,6,1,15.675,0
628,6,1,15.7,0
629,6,1,15.725,0
630,6,1,15.75,0
631,6,1,15.775,0
632,6,1,15.8,0
633,6,1,15.825,0
634,6,1,15.85,0
635,6,1,15.875,0
636,6,1,15.9,0
637,6,1,15.925,0
638,6,1,15.95,0
639,6,1,15.975,0
640,6,1,16.0,0
641,6,1,16.025,0
642,6,1,16.05,0
643,6,1,16.075,0
644,6,1,16.1,0
645,6,1,16.125,0
646,6,1,16.15,0
647,6,1,16.175,0
648,6,1,16.2,0
649,6,1,16.225,0
650,6,1,16.25,0
651,6,1,16.275,0
652,6,1,16.3,0
653,6,1,16.325,0
654,6,1,16.35,0
655,6,1,16.375,0
656,6,1,16.4,0
657,6,1,16.425,0
658,6,1,16.45,0
659,6,1,16.475,0
660,6,1,16.5,0
661,6,1,16.525,0
662,6,1,16.55,0
663,6,1,16.575,0
664,6,1,16.6,0
665,6,1,16.625,0
666,6,1,16.65,0
667,6,1,16.675,0
668,6,1,16.7,0
669,6,1,16.725,0
670,6,1,16.75,0
671,6,1,16.775,0
672,6,1,16.8,0
673,6,1,16.825,0
674,6,1,16.85,0
675,6,1,16.875,0
676,6,1,16.9,0
677,6,1,16.925,0
678,6,1,16.95,0
679,6,1,16.975,0
680,6,1,17.0,0
681,6,1,17.025,0
682,6,1,17.05,0
683,6,1,17.075,0
684,6,1,17.1,0
685,6,1,17.125,0
686,6,1,17.15,0
687,6,1,17.175,0
688,6,1,17.2,0
689,6,1,17.225,0
690,6,1,17.25,0
691,6,1,17.275,0
692,6,1,17.3,0
693,6,1,17.325,0
694,6,1,17.35,0
695,6,1,17.375,0
696,6,1,17.4,0
697,6,1,17.425,0
698,6,1,17.45,0
699,6,1,17.475,0
700,6,1,17.5,0
701,6,1,17.525,0
702,6,1,17.55,0
703,6,1,17.575,0
704,6,1,17.6,0
705,6,1,17.625,0
706,6,1,17.65,0
707,6,1,17.675,0
708,6,1,17.7,0
709,6,1,17.725,0
710,6,1,17.75,0
711,6,1,17.775,0
712,6,1,17.8,0
713,6,1,17.825,0
714,6,1,17.85,0
715,6,1,17.875,0
716,6,1,17.9,0
717,6,1,17.925,0
718,6,1,17.95,0
719,6,1,17.975,0
720,6,1,18.0,0
721,6,1,18.025,0
722,6,1,18.05,0
723,6,1,18.075,0
724,6,1,18.1,0
725,6,1,18.125,0
726,6,1,18.15,0
727,6,1,18.175,0
728,6,1,18.2,0
729,6,1,18.225,0
730,6,1,18.25,0
731,6,1,18.275,0
732,6,1,18.3,0
733,6,1,18.325,0
734,6,1,18.35,0
735,6,1,18.375,0
736,6,1,18.4,0
737,6,1,18.425,0
738,6,1,18.45,0
739,6,1,18.475,0
740,6,1,18.5,0
741,6,1,18.525,0
742,6,1,18.55,0
743,6,1,18.575,0
744,6,1,18.6,0
745,6,1,18.625,0
746,6,1,18.65,0
747,6,1,18.675,0
748,6,1,18.7,0
749,6,1,18.725,0
750,6,1,18.75,0
751,6,1,18.775,0
752,6,1,18.8,0
753,6,1,18.825,0
754,6,1,18.85,0
755,6,1,18.875,0
756,6,1,18.9,0
757,6,1,18.925,0
758,6,1,18.95,0
759,6,1,18.975,0
760,6,1,19.0,0
761,6,1,19.025,0
762,6,1,19.05,0
763,6,1,19.075,0
764,6,1,19.1,0
765,6,1,19.125,0
766,6,1,19.15,0
767,6,1,19.175,0
768,6,1,19.2,0
769,6,1,19.225,0
770,6,1,19.25,0
771,6,1,19.275,0
772,6,1,19.3,0
773,6,1,19.325,0
774,6,1,19.35,0
775,6,1,19.375,0
776,6,1,19.4,0
777,6,1,19.425,0
778,6,1,19.45,0
779,6,1,19.475,0
780,6,1,19.5,0
781,6,1,19.525,0
782,6,1,19.55,0
783,6,1,19.575,0
784,6,1,19.6,0
785,6,1,19.625,0
786,6,1,19.65,0
787,6,1,19.675,0
788,6,1,19.7,0
789,6,1,19.725,0
790,6,1,19.75,0
791,6,1,19.775,0
792,6,1,19.8,0
793,6,1,19.825,0
794,6,1,19.85,0
795,6,1,19.875,0
796,6,1,19.9,0
797,6,1,19.925,0
798,6,1,19.95,0
799,6,1,19.975,0
800,6,1,20.0,0
801,6,1,20.025,0
802,6,1,20.05,0
803,6,1,20.075,0
804,6,1,20.1,0
805,6,1,20.125,0
806,6,1,20.15,0
807,6,1,20.175,0
808,6,1,20.2,0
809,6,1,20.225,0
810,6,1,20.25,0
811,6,1,20.275,0
812,6,1,20.3,0
813,6,1,20.325,0
814,6,1,20.35,0
815,6,1,20.375,0
816,6,1,20.4,0
817,6,1,20.425,0
818,6,1,20.45,0
819,6,1,20.475,0
820,6,1,20.5,0
821,6,1,20.525,0
822,6,1,20.55,0
823,6,1,20.575,0
824,6,1,20.6,0
825,6,1,20.625,0
826,6,1,20.65,0
827,6,1,20.675,0
828,6,1,20.7,0
829,6,1,20.725,0
830,6,1,20.75,0
831,6,1,20.775,0
832,6,1,20.8,0
833,6,1,20.825,0
834,6,1,20.85,0
835,6,1,20.875,0
836,6,1,20.9,0
837,6,1,20.925,0
838,6,1,20.95,0
839,6,1,20.975,0
840,6,1,21.0,0
841,6,1,21.025,0
842,6,1,21.05,0
843,6,1,21.075,0
844,6,1,21.1,0
845,6,1,21.125,0
846,6,1,21.15,0
847,6,1,21.175,0
848,6,1,21.2,0
849,6,1,21.225,0
850,6,1,21.25,0
851,6,1,21.275,0
852,6,1,21.3,0
853,6,1,21.325,0
854,6,1,21.35,0
855,6,1,21.375,0
856,6,1,21.4,0
857,6,1,21.425,0
858,6,1,21.45,0
859,6,1,21.475,0
860,6,1,21.5,0
861,6,1,21.525,0
862,6,1,21.55,0
863,6,1,21.575,0
864,6,1,21.6,0
865,6,1,21.625,0
866,6,1,21.65,0
867,6,1,21.675,0
868,6,1,21.7,0
869,6,1,21.725,0
870,6,1,21.75,0
871,6,1,21.775,0
872,6,1,21.8,0
873,6,1,21.825,0
874,6,1,21.85,0
875,6,1,21.875,0
876,6,1,21.9,0
877,6,1,21.925,0
878,6,1,21.95,0
879,6,1,21.975,0
880,6,1,22.0,0
881,6,1,22.025,0
882,6,1,22.05,0
883,6,1,22.075,0
884,6,1,22.1,0
885,6,1,22.125,0
886,6,1,22.15,0
887,6,1,22.175,0
888,6,1,22.2,0
889,6,1,22.225,0
890,6,1,22.25,0
891,6,1,22.275,0
892,6,1,22.3,0
893,6,1,22.325,0
894,6,1,22.35,0
895,6,1,22.375,0
896,6,1,22.4,0
897,6,1,22.425,0
898,6,1,22.45,0
899,6,1,22.475,0
900,6,1,22.5,0
901,6,1,22.525,0
902,6,1,22.55,0
903,6,1,22.575,0
904,6,1,22.6,0
905,6,1,22.625,0
906,6,1,22.65,0
907,6,1,22.675,0
908,6,1,22.7,0
909,6,1,22.725,0
910,6,1,22.75,0
911,6,1,22.775,0
912,6,1,22.8,0
913,6,1,22.825,0
914,6,1,22.85,0
915,6,1,22.875,0
916,6,1,22.9,0
917,6,1,22.925,0
918,6,1,22.95,0
919,6,1,22.975,0
920,6,1,23.0,0
921,6,1,23.025,0
922,6,1,23.05,0
923,6,1,23.075,0
924,6,1,23.1,0
925,6,1,23.125,0
926,6,1,23.15,0
927,6,1,23.175,0
928,6,1,23.2,0
929,6,1,23.225,0
930,6,1,23.25,0
931,6,1,23.275,0
932,6,1,23.3,0
933,6,1,23.325,0
934,6,1,23.35,0
935,6,1,23.375,0
936,6,1,23.4,0
937,6,1,23.425,0
938,6,1,23.45,0
939,6,1,23.475,0
940,6,1,23.5,0
941,6,1,23.525,0
942,6,1,23.55,0
943,6,1,23.575,0
944,6,1,23.6,0
945,6,1,23.625,0
946,6,1,23.65,0
947,6,1,23.675,0
948,6,1,23.7,0
949,6,1,23.725,0
950,6,1,23.75,0
951,6,1,23.775,0
952,6,1,23.8,0
953,6,1,23.825,0
954,6,1,23.85,0
955,6,1,23.875,0
956,6,1,23.9,0
957,6,1,23.925,0
958,6,1,23.95,0
959,6,1,23.975,0
960,6,1,24.0,0
961,6,1,24.025,0
962,6,1,24.05,0
963,6,1,24.075,0
964,6,1,24.1,0
965,6,1,24.125,0
966,6,1,24.15,0
967,6,1,24.175,0
968,6,1,24.2,0
969,6,1,24.225,0
970,6,1,24.25,0
971,6,1,24.275,0
972,6,1,24.3,0
973,6,1,24.325,0
974,6,1,24.35,0
975,6,1,24.375,0
976,6,1,24.4,0
977,6,1,24.425,0
978,6,1,24.45,0
979,6,1,24.475,0
980,6,1,24.5,0
981,6,1,24.525,0
982,6,1,24.55,0
983,6,1,24.575,0
984,6,1,24.6,0
985,6,1,24.625,0
986,6,1,24.65,0
987,6,1,24.675,0
988,6,1,24.7,0
989,6,1,24.725,0
990,6,1,24.75,0
991,6,1,24.775,0
992,6,1,24.8,0
993,6,1,24.825,0
994,6,1,24.85,0
995,6,1,24.875,0
996,6,1,24.9,0
997,6,1,24.925,0
998,6,1,24.95,0
999,6,1,24.975,0
1000,6,1,25.0,0
1001,6,1,25.025,0
1002,6,1,25.05,0
1003,6,1,25.075,0
1004,6,1,25.1,0
1005,6,1,25.125,0
1006,6,1,25.15,0
1007,6,1,25.175,0
1008,6,1,25.2,0
1009,6,1,25.225,0
1010,6,1,25.25,0
1011,6,1,25.275,0
1012,6,1,25.3,0
1013,6,1,25.325,0
1014,6,1,25.35,0
1015,6,1,25.375,0
1016,6,1,25.4,0
1017,6,1,25.425,0
1018,6,1,25.45,0
1019,6,1,25.475,0
1020,6,1,25.5,0
1021,6,1,25.525,0
1022,6,1,25.55,0
1023,6,1,25.575,0
1024,6,1,25.6,0
1025,6,1,25.625,0
1026,6,1,25.65,0
1027,6,1,25.675,0
1028,6,1,25.7,0
1029,6,1,25.725,0
1030,6,1,25.75,0
1031,6,1,25.775,0
1032,6,1,25.8,0
1033,6,1,25.825,0
1034,6,1,25.85,0
1035,6,1,25.875,0
1036,6,1,25.9,0
1037,6,1,25.925,0
1038,6,1,25.95,0
1039,6,1,25.975,0
1040,6,1,26.0,0
1041,6,1,26.025,0
1042,6,1,26.05,0
1043,6,1,26.075,0
1044,6,1,26.1,0
1045,6,1,26.125,0
1046,6,1,26.15,0
1047,6,1,26.175,0
1048,6,1,26.2,0
1049,6,1,26.225,0
1050,6,1,26.25,0
1051,6,1,26.275,0
1052,6,1,26.3,0
1053,6,1,26.325,0
1054,6,1,26.35,0
1055,6,1,26.375,0
1056,6,1,26.4,0
1057,6,1,26.425,0
1058,6,1,26.45,0
1059,6,1,26.475,0
1060,6,1,26.5,0
1061,6,1,26.525,0
1062,6,1,26.55,0
1063,6,1,26.575,0
1064,6,1,26.6,0
1065,6,1,26.625,0
1066,6,1,26.65,0
1067,6,1,26.675,0
1068,6,1,26.7,0
1069,6,1,26.725,0
1070,6,1,26.75,0
1071,6,1,26.775,0
1072,6,1,26.8,0
1073,6,1,26.825,0
1074,6,1,26.85,0
1075,6,1,26.875,0
1076,6,1,26.9,0
1077,6,1,26.925,0
1078,6,1,26.95,0
1079,6,1,26.975,0
1080,6,1,27.0,0
1081,6,1,27.025,0
1082,6,1,27.05,0
1083,6,1,27.075,0
1084,6,1,27.1,0
1085,6,1,27.125,0
1086,6,1,27.15,0
1087,6,1,27.175,0
1088,6,1,27.2,0
1089,6,1,27.225,0
1090,6,1,27.25,0
1091,6,1,27.275,0
1092,6,1,27.3,0
1093,6,1,27.325,0
1094,6,1,27.35,0
1095,6,1,27.375,0
1096,6,1,27.4,0
1097,6,1,27.425,0
1098,6,1,27.45,0
1099,6,1,27.475,0
1100,6,1,27.5,0
1101,6,1,27.525,0
1102,6,1,27.55,0
1103,6,1,27.575,0
1104,6,1,27.6,0
1105,6,1,27.625,0
1106,6,1,27.65,0
1107,6,1,27.675,0
1108,6,1,27.7,0
1109,6,1,27.725,0
1110,6,1,27.75,0
1111,6,1,27.775,0
1112,6,1,27.8,0
1113,6,1,27.825,0
1114,6,1,27.85,0
1115,6,1,27.875,0
1116,6,1,27.9,0
1117,6,1,27.925,0
1118,6,1,27.95,0
1119,6,1,27.975,0
1120,6,1,28.0,0
1121,6,1,28.025,0
1122,6,1,28.05,0
1123,6,1,28.075,0
1124,6,1,28.1,0
1125,6,1,28.125,0
1126,6,1,28.15,0
1127,6,1,28.175,0
1128,6,1,28.2,0
1129,6,1,28.225,0
1130,6,1,28.25,0
1131,6,1,28.275,0
1132,6,1,28.3,0
1133,6,1,28.325,0
1134,6,1,28.35,0
1135,6,1,28.375,0
1136,6,1,28.4,0
1137,6,1,28.425,0
1138,6,1,28.45,0
1139,6,1,28.475,0
1140,6,1,28.5,0
1141,6,1,28.525,0
1142,6,1,28.55,0
1143,6,1,28.575,0
1144,6,1,28.6,0
1145,6,1,28.625,0
1146,6,1,28.65,0
1147,6,1,28.675,0
1148,6,1,28.7,0
1149,6,1,28.725,0
1150,6,1,28.75,0
