,y,y_time,subject,trial
262,0,26.22,6,1
263,0,26.32,6,1
264,0,26.42,6,1
265,0,26.52,6,1
266,0,26.62,6,1
267,0,26.72,6,1
268,0,26.82,6,1
269,0,26.92,6,1
270,0,27.02,6,1
271,0,27.12,6,1
272,0,27.22,6,1
273,0,27.32,6,1
274,0,27.42,6,1
275,0,27.52,6,1
276,0,27.62,6,1
277,0,27.72,6,1
278,0,27.82,6,1
279,0,27.92,6,1
280,0,28.02,6,1
281,0,28.12,6,1
282,0,28.22,6,1
283,0,28.32,6,1
284,0,28.42,6,1
285,0,28.52,6,1
286,0,28.62,6,1
287,0,28.72,6,1
288,0,28.82,6,1
289,0,28.92,6,1
290,0,29.02,6,1
291,0,29.12,6,1
292,0,29.22,6,1
293,0,29.32,6,1
294,0,29.42,6,1
295,0,29.52,6,1
296,0,29.62,6,1
297,0,29.72,6,1
298,0,29.82,6,1
299,0,29.92,6,1
300,0,30.02,6,1
301,0,30.12,6,1
302,0,30.22,6,1
303,0,30.32,6,1
304,0,30.42,6,1
305,0,30.52,6,1
306,0,30.62,6,1
307,0,30.72,6,1
308,0,30.82,6,1
309,0,30.92,6,1
310,0,31.02,6,1
311,0,31.12,6,1
312,0,31.22,6,1
313,0,31.32,6,1
314,0,31.42,6,1
315,0,31.52,6,1
316,0,31.62,6,1
317,0,31.72,6,1
318,0,31.82,6,1
319,0,31.92,6,1
320,0,32.02,6,1
321,0,32.12,6,1
322,0,32.22,6,1
323,0,32.32,6,1
324,0,32.42,6,1
325,0,32.52,6,1
326,0,32.62,6,1
327,0,32.72,6,1
328,0,32.82,6,1
329,0,32.92,6,1
330,0,33.02,6,1
331,0,33.12,6,1
332,0,33.22,6,1
333,0,33.32,6,1
334,0,33.42,6,1
335,0,33.52,6,1
336,0,33.62,6,1
337,0,33.72,6,1
338,0,33.82,6,1
339,0,33.92,6,1
340,0,34.02,6,1
341,0,34.12,6,1
342,0,34.22,6,1
343,0,34.32,6,1
344,0,34.42,6,1
345,0,34.52,6,1
346,0,34.62,6,1
347,0,34.72,6,1
348,0,34.82,6,1
349,0,34.92,6,1
350,0,35.02,6,1
351,0,35.12,6,1
352,0,35.22,6,1
353,0,35.32,6,1
354,0,35.42,6,1
355,0,35.52,6,1
356,0,35.62,6,1
357,0,35.72,6,1
358,0,35.82,6,1
359,0,35.92,6,1
360,0,36.02,6,1
361,0,36.12,6,1
362,0,36.22,6,1
363,0,36.32,6,1
364,0,36.42,6,1
365,0,36.52,6,1
366,0,36.62,6,1
367,0,36.72,6,1
368,0,36.82,6,1
369,0,36.92,6,1
370,0,37.02,6,1
371,0,37.12,6,1
372,0,37.22,6,1
373,0,37.32,6,1
374,0,37.42,6,1
375,0,37.52,6,1
376,0,37.62,6,1
377,0,37.72,6,1
378,0,37.82,6,1
379,0,37.92,6,1
380,0,38.02,6,1
381,0,38.12,6,1
382,0,38.22,6,1
383,0,38.32,6,1
384,0,38.42,6,1
385,0,38.52,6,1
386,0,38.62,6,1
387,0,38.72,6,1
388,0,38.82,6,1
389,0,38.92,6,1
390,0,39.02,6,1
391,0,39.12,6,1
392,0,39.22,6,1
393,0,39.32,6,1
394,0,39.42,6,1
395,0,39.52,6,1
396,0,39.62,6,1
397,0,39.72,6,1
398,0,39.82,6,1
399,0,39.92,6,1
400,0,40.02,6,1
401,0,40.12,6,1
402,0,40.22,6,1
403,0,40.32,6,1
404,0,40.42,6,1
405,0,40.52,6,1
406,0,40.62,6,1
407,0,40.72,6,1
408,0,40.82,6,1
409,0,40.92,6,1
410,0,41.02,6,1
411,0,41.12,6,1
412,0,41.22,6,1
413,0,41.32,6,1
414,0,41.42,6,1
415,0,41.52,6,1
416,0,41.62,6,1
417,0,41.72,6,1
418,0,41.82,6,1
419,0,41.92,6,1
420,0,42.02,6,1
421,0,42.12,6,1
422,0,42.22,6,1
423,0,42.32,6,1
424,0,42.42,6,1
425,0,42.52,6,1
426,0,42.62,6,1
427,0,42.72,6,1
428,0,42.82,6,1
429,0,42.92,6,1
430,0,43.02,6,1
431,0,43.12,6,1
432,0,43.22,6,1
433,0,43.32,6,1
434,0,43.42,6,1
435,0,43.52,6,1
436,0,43.62,6,1
437,0,43.72,6,1
438,0,43.82,6,1
439,0,43.92,6,1
440,0,44.02,6,1
441,0,44.12,6,1
442,0,44.22,6,1
443,0,44.32,6,1
444,0,44.42,6,1
445,0,44.52,6,1
446,0,44.62,6,1
447,0,44.72,6,1
448,0,44.82,6,1
449,0,44.92,6,1
450,0,45.02,6,1
451,0,45.12,6,1
452,0,45.22,6,1
453,0,45.32,6,1
454,0,45.42,6,1
455,0,45.52,6,1
456,0,45.62,6,1
457,0,45.72,6,1
458,0,45.82,6,1
459,0,45.92,6,1
460,0,46.02,6,1
461,0,46.12,6,1
462,0,46.22,6,1
463,0,46.32,6,1
464,0,46.42,6,1
465,0,46.52,6,1
466,0,46.62,6,1
467,0,46.72,6,1
468,0,46.82,6,1
469,0,46.92,6,1
470,0,47.02,6,1
471,0,47.12,6,1
472,0,47.22,6,1
473,0,47.32,6,1
474,0,47.42,6,1
475,0,47.52,6,1
476,0,47.62,6,1
477,0,47.72,6,1
478,0,47.82,6,1
479,0,47.92,6,1
480,0,48.02,6,1
481,0,48.12,6,1
482,0,48.22,6,1
483,0,48.32,6,1
484,0,48.42,6,1
485,0,48.52,6,1
486,0,48.62,6,1
487,0,48.72,6,1
488,0,48.82,6,1
489,0,48.92,6,1
490,0,49.02,6,1
491,0,49.12,6,1
492,0,49.22,6,1
493,0,49.32,6,1
494,0,49.42,6,1
495,0,49.52,6,1
496,0,49.62,6,1
497,0,49.72,6,1
498,0,49.82,6,1
499,0,49.92,6,1
500,0,50.02,6,1
501,0,50.12,6,1
502,0,50.22,6,1
503,0,50.32,6,1
504,0,50.42,6,1
505,0,50.52,6,1
506,0,50.62,6,1
507,0,50.72,6,1
508,0,50.82,6,1
509,0,50.92,6,1
510,0,51.02,6,1
511,0,51.12,6,1
512,0,51.22,6,1
513,0,51.32,6,1
514,0,51.42,6,1
515,0,51.52,6,1
516,0,51.62,6,1
517,0,51.72,6,1
518,0,51.82,6,1
519,0,51.92,6,1
520,0,52.02,6,1
521,0,52.12,6,1
522,0,52.22,6,1
523,0,52.32,6,1
524,0,52.42,6,1
525,0,52.52,6,1
526,0,52.62,6,1
527,0,52.72,6,1
528,0,52.82,6,1
529,0,52.92,6,1
530,0,53.02,6,1
531,0,53.12,6,1
532,0,53.22,6,1
533,0,53.32,6,1
534,0,53.42,6,1
535,0,53.52,6,1
536,0,53.62,6,1
537,0,53.72,6,1
538,0,53.82,6,1
539,0,53.92,6,1
540,0,54.02,6,1
541,0,54.12,6,1
542,0,54.22,6,1
543,0,54.32,6,1
544,0,54.42,6,1
545,0,54.52,6,1
546,0,54.62,6,1
547,0,54.72,6,1
548,0,54.82,6,1
549,0,54.92,6,1
550,0,55.02,6,1
551,0,55.12,6,1
552,0,55.22,6,1
553,0,55.32,6,1
554,0,55.42,6,1
555,0,55.52,6,1
556,0,55.62,6,1
557,0,55.72,6,1
558,0,55.82,6,1
559,0,55.92,6,1
560,0,56.02,6,1
561,0,56.12,6,1
562,0,56.22,6,1
563,0,56.32,6,1
564,0,56.42,6,1
565,0,56.52,6,1
566,0,56.62,6,1
567,0,56.72,6,1
568,0,56.82,6,1
569,0,56.92,6,1
570,0,57.02,6,1
571,0,57.12,6,1
572,0,57.22,6,1
573,0,57.32,6,1
574,0,57.42,6,1
575,0,57.52,6,1
576,0,57.62,6,1
577,0,57.72,6,1
578,0,57.82,6,1
579,0,57.92,6,1
580,0,58.02,6,1
581,0,58.12,6,1
582,0,58.22,6,1
583,0,58.32,6,1
584,0,58.42,6,1
585,0,58.52,6,1
586,0,58.62,6,1
587,0,58.72,6,1
588,0,58.82,6,1
589,0,58.92,6,1
590,0,59.02,6,1
591,0,59.12,6,1
592,0,59.22,6,1
593,0,59.32,6,1
594,0,59.42,6,1
595,0,59.52,6,1
596,0,59.62,6,1
597,0,59.72,6,1
598,0,59.82,6,1
599,0,59.92,6,1
600,0,60.02,6,1
601,0,60.12,6,1
602,0,60.22,6,1
603,0,60.32,6,1
604,0,60.42,6,1
605,0,60.52,6,1
606,0,60.62,6,1
607,0,60.72,6,1
608,0,60.82,6,1
609,0,60.92,6,1
610,0,61.02,6,1
611,0,61.12,6,1
612,0,61.22,6,1
613,0,61.32,6,1
614,0,61.42,6,1
615,0,61.52,6,1
616,0,61.62,6,1
617,0,61.72,6,1
618,0,61.82,6,1
619,0,61.92,6,1
620,0,62.02,6,1
621,0,62.12,6,1
622,0,62.22,6,1
623,0,62.32,6,1
624,0,62.42,6,1
625,0,62.52,6,1
626,0,62.62,6,1
627,0,62.72,6,1
628,0,62.82,6,1
629,0,62.92,6,1
630,0,63.02,6,1
631,0,63.12,6,1
632,0,63.22,6,1
633,0,63.32,6,1
634,0,63.42,6,1
635,0,63.52,6,1
636,0,63.62,6,1
637,0,63.72,6,1
638,0,63.82,6,1
639,0,63.92,6,1
640,0,64.02,6,1
641,0,64.12,6,1
642,0,64.22,6,1
643,0,64.32,6,1
644,0,64.42,6,1
645,0,64.52,6,1
646,0,64.62,6,1
647,0,64.72,6,1
648,0,64.82,6,1
649,0,64.92,6,1
650,0,65.02,6,1
651,0,65.12,6,1
652,0,65.22,6,1
653,0,65.32,6,1
654,0,65.42,6,1
655,0,65.52,6,1
656,0,65.62,6,1
657,0,65.72,6,1
658,0,65.82,6,1
659,0,65.92,6,1
660,0,66.02,6,1
661,0,66.12,6,1
662,0,66.22,6,1
663,0,66.32,6,1
664,0,66.42,6,1
665,0,66.52,6,1
666,0,66.62,6,1
667,0,66.72,6,1
668,0,66.82,6,1
669,0,66.92,6,1
670,0,67.02,6,1
671,0,67.12,6,1
672,0,67.22,6,1
673,0,67.32,6,1
674,0,67.42,6,1
675,0,67.52,6,1
676,0,67.62,6,1
677,0,67.72,6,1
678,0,67.82,6,1
679,0,67.92,6,1
680,0,68.02,6,1
681,0,68.12,6,1
682,0,68.22,6,1
683,0,68.32,6,1
684,0,68.42,6,1
685,0,68.52,6,1
686,0,68.62,6,1
687,0,68.72,6,1
688,0,68.82,6,1
689,0,68.92,6,1
690,0,69.02,6,1
691,0,69.12,6,1
692,0,69.22,6,1
693,0,69.32,6,1
694,0,69.42,6,1
695,0,69.52,6,1
696,0,69.62,6,1
697,0,69.72,6,1
698,0,69.82,6,1
699,0,69.92,6,1
700,0,70.02,6,1
701,0,70.12,6,1
702,0,70.22,6,1
703,0,70.32,6,1
704,0,70.42,6,1
705,0,70.52,6,1
706,0,70.62,6,1
707,0,70.72,6,1
708,0,70.82,6,1
709,0,70.92,6,1
710,0,71.02,6,1
711,0,71.12,6,1
712,0,71.22,6,1
713,0,71.32,6,1
714,0,71.42,6,1
715,0,71.52,6,1
716,0,71.62,6,1
717,0,71.72,6,1
718,0,71.82,6,1
719,0,71.92,6,1
720,0,72.02,6,1
721,0,72.12,6,1
722,0,72.22,6,1
723,0,72.32,6,1
724,0,72.42,6,1
725,0,72.52,6,1
726,0,72.62,6,1
727,0,72.72,6,1
728,0,72.82,6,1
729,0,72.92,6,1
730,0,73.02,6,1
731,0,73.12,6,1
732,0,73.22,6,1
733,0,73.32,6,1
734,0,73.42,6,1
735,0,73.52,6,1
736,0,73.62,6,1
737,0,73.72,6,1
738,0,73.82,6,1
739,0,73.92,6,1
740,0,74.02,6,1
741,0,74.12,6,1
742,0,74.22,6,1
743,0,74.32,6,1
744,0,74.42,6,1
745,0,74.52,6,1
746,0,74.62,6,1
747,0,74.72,6,1
748,0,74.82,6,1
749,0,74.92,6,1
750,0,75.02,6,1
751,0,75.12,6,1
752,0,75.22,6,1
753,0,75.32,6,1
754,0,75.42,6,1
755,0,75.52,6,1
756,0,75.62,6,1
757,0,75.72,6,1
758,0,75.82,6,1
759,0,75.92,6,1
760,0,76.02,6,1
761,0,76.12,6,1
762,0,76.22,6,1
763,0,76.32,6,1
764,0,76.42,6,1
765,0,76.52,6,1
766,0,76.62,6,1
767,0,76.72,6,1
768,0,76.82,6,1
769,0,76.92,6,1
770,0,77.02,6,1
771,0,77.12,6,1
772,0,77.22,6,1
773,0,77.32,6,1
774,0,77.42,6,1
775,0,77.52,6,1
776,0,77.62,6,1
777,0,77.72,6,1
778,0,77.82,6,1
779,0,77.92,6,1
780,0,78.02,6,1
781,0,78.12,6,1
782,0,78.22,6,1
783,0,78.32,6,1
784,0,78.42,6,1
785,0,78.52,6,1
786,0,78.62,6,1
787,0,78.72,6,1
788,0,78.82,6,1
789,0,78.92,6,1
790,0,79.02,6,1
791,0,79.12,6,1
792,0,79.22,6,1
793,0,79.32,6,1
794,0,79.42,6,1
795,0,79.52,6,1
796,0,79.62,6,1
797,0,79.72,6,1
798,0,79.82,6,1
799,0,79.92,6,1
800,0,80.02,6,1
801,0,80.12,6,1
802,0,80.22,6,1
803,0,80.32,6,1
804,0,80.42,6,1
805,0,80.52,6,1
806,0,80.62,6,1
807,0,80.72,6,1
808,0,80.82,6,1
809,0,80.92,6,1
810,0,81.02,6,1
811,0,81.12,6,1
812,0,81.22,6,1
813,0,81.32,6,1
814,0,81.42,6,1
815,0,81.52,6,1
816,0,81.62,6,1
817,0,81.72,6,1
818,0,81.82,6,1
819,0,81.92,6,1
820,0,82.02,6,1
821,0,82.12,6,1
822,0,82.22,6,1
823,0,82.32,6,1
824,0,82.42,6,1
825,0,82.52,6,1
826,0,82.62,6,1
827,0,82.72,6,1
828,0,82.82,6,1
829,0,82.92,6,1
830,0,83.02,6,1
831,0,83.12,6,1
832,0,83.22,6,1
833,0,83.32,6,1
834,0,83.42,6,1
835,0,83.52,6,1
836,0,83.62,6,1
837,0,83.72,6,1
838,0,83.82,6,1
839,0,83.92,6,1
840,0,84.02,6,1
841,0,84.12,6,1
842,0,84.22,6,1
843,0,84.32,6,1
844,0,84.42,6,1
845,0,84.52,6,1
846,0,84.62,6,1
847,0,84.72,6,1
848,0,84.82,6,1
849,0,84.92,6,1
850,0,85.02,6,1
851,0,85.12,6,1
852,0,85.22,6,1
853,0,85.32,6,1
854,0,85.42,6,1
855,0,85.52,6,1
856,0,85.62,6,1
857,0,85.72,6,1
858,0,85.82,6,1
859,0,85.92,6,1
860,0,86.02,6,1
861,0,86.12,6,1
862,0,86.22,6,1
863,0,86.32,6,1
864,0,86.42,6,1
865,0,86.52,6,1
866,0,86.62,6,1
867,0,86.72,6,1
868,1,86.82,6,1
869,1,86.92,6,1
870,1,87.02,6,1
871,1,87.12,6,1
872,1,87.22,6,1
873,1,87.32,6,1
874,1,87.42,6,1
875,1,87.52,6,1
876,1,87.62,6,1
877,1,87.72,6,1
878,1,87.82,6,1
879,1,87.92,6,1
880,1,88.02,6,1
881,1,88.12,6,1
882,1,88.22,6,1
883,1,88.32,6,1
884,1,88.42,6,1
885,1,88.52,6,1
886,1,88.62,6,1
887,1,88.72,6,1
888,1,88.82,6,1
889,1,88.92,6,1
890,1,89.02,6,1
891,1,89.12,6,1
892,1,89.22,6,1
893,1,89.32,6,1
894,1,89.42,6,1
895,1,89.52,6,1
896,1,89.62,6,1
897,1,89.72,6,1
898,1,89.82,6,1
899,1,89.92,6,1
900,1,90.02,6,1
901,1,90.12,6,1
902,1,90.22,6,1
903,1,90.32,6,1
904,1,90.42,6,1
905,1,90.52,6,1
906,1,90.62,6,1
907,1,90.72,6,1
908,1,90.82,6,1
909,1,90.92,6,1
910,1,91.02,6,1
911,1,91.12,6,1
912,1,91.22,6,1
913,1,91.32,6,1
914,1,91.42,6,1
915,0,91.52,6,1
916,0,91.62,6,1
917,0,91.72,6,1
918,0,91.82,6,1
919,0,91.92,6,1
920,0,92.02,6,1
921,0,92.12,6,1
922,0,92.22,6,1
923,0,92.32,6,1
924,0,92.42,6,1
925,0,92.52,6,1
926,0,92.62,6,1
927,0,92.72,6,1
928,0,92.82,6,1
929,0,92.92,6,1
930,0,93.02,6,1
931,0,93.12,6,1
932,0,93.22,6,1
933,1,93.32,6,1
934,1,93.42,6,1
935,1,93.52,6,1
936,1,93.62,6,1
937,1,93.72,6,1
938,1,93.82,6,1
939,1,93.92,6,1
940,1,94.02,6,1
941,1,94.12,6,1
942,1,94.22,6,1
943,1,94.32,6,1
944,1,94.42,6,1
945,1,94.52,6,1
946,1,94.62,6,1
947,1,94.72,6,1
948,1,94.82,6,1
949,1,94.92,6,1
950,1,95.02,6,1
951,1,95.12,6,1
952,1,95.22,6,1
953,1,95.32,6,1
954,1,95.42,6,1
955,1,95.52,6,1
956,1,95.62,6,1
957,1,95.72,6,1
958,1,95.82,6,1
959,1,95.92,6,1
960,1,96.02,6,1
961,1,96.12,6,1
962,1,96.22,6,1
963,1,96.32,6,1
964,1,96.42,6,1
965,1,96.52,6,1
966,1,96.62,6,1
967,1,96.72,6,1
968,1,96.82,6,1
969,1,96.92,6,1
970,1,97.02,6,1
971,1,97.12,6,1
972,1,97.22,6,1
973,1,97.32,6,1
974,1,97.42,6,1
975,1,97.52,6,1
976,1,97.62,6,1
977,1,97.72,6,1
978,1,97.82,6,1
979,1,97.92,6,1
980,1,98.02,6,1
981,1,98.12,6,1
982,1,98.22,6,1
983,1,98.32,6,1
984,1,98.42,6,1
985,1,98.52,6,1
986,1,98.62,6,1
987,1,98.72,6,1
988,1,98.82,6,1
989,1,98.92,6,1
990,1,99.02,6,1
991,1,99.12,6,1
992,1,99.22,6,1
993,1,99.32,6,1
994,1,99.42,6,1
995,1,99.52,6,1
996,1,99.62,6,1
997,1,99.72,6,1
998,1,99.82,6,1
999,1,99.92,6,1
1000,1,100.02,6,1
1001,1,100.12,6,1
1002,1,100.22,6,1
1003,1,100.32,6,1
1004,1,100.42,6,1
1005,1,100.52,6,1
1006,1,100.62,6,1
1007,1,100.72,6,1
1008,1,100.82,6,1
1009,1,100.92,6,1
1010,1,101.02,6,1
1011,1,101.12,6,1
1012,1,101.22,6,1
1013,1,101.32,6,1
1014,1,101.42,6,1
1015,1,101.52,6,1
1016,1,101.62,6,1
1017,1,101.72,6,1
1018,1,101.82,6,1
1019,1,101.92,6,1
1020,1,102.02,6,1
1021,0,102.12,6,1
1022,0,102.22,6,1
1023,0,102.32,6,1
1024,0,102.42,6,1
1025,0,102.52,6,1
1026,0,102.62,6,1
1027,0,102.72,6,1
1028,0,102.82,6,1
1029,0,102.92,6,1
1030,0,103.02,6,1
1031,0,103.12,6,1
1032,0,103.22,6,1
1033,0,103.32,6,1
1034,0,103.42,6,1
1035,0,103.52,6,1
1036,0,103.62,6,1
1037,0,103.72,6,1
1038,0,103.82,6,1
1039,0,103.92,6,1
1040,0,104.02,6,1
1041,0,104.12,6,1
1042,0,104.22,6,1
1043,0,104.32,6,1
1044,0,104.42,6,1
1045,0,104.52,6,1
1046,0,104.62,6,1
1047,0,104.72,6,1
1048,0,104.82,6,1
1049,0,104.92,6,1
1050,0,105.02,6,1
1051,0,105.12,6,1
1052,0,105.22,6,1
1053,0,105.32,6,1
1054,0,105.42,6,1
1055,0,105.52,6,1
1056,0,105.62,6,1
1057,0,105.72,6,1
1058,0,105.82,6,1
1059,0,105.92,6,1
1060,0,106.02,6,1
1061,0,106.12,6,1
1062,0,106.22,6,1
1063,0,106.32,6,1
1064,0,106.42,6,1
1065,0,106.52,6,1
1066,0,106.62,6,1
1067,0,106.72,6,1
1068,0,106.82,6,1
1069,0,106.92,6,1
1070,0,107.02,6,1
1071,0,107.12,6,1
1072,0,107.22,6,1
1073,0,107.32,6,1
1074,0,107.42,6,1
1075,0,107.52,6,1
1076,0,107.62,6,1
1077,0,107.72,6,1
1078,0,107.82,6,1
1079,0,107.92,6,1
1080,0,108.02,6,1
1081,0,108.12,6,1
1082,0,108.22,6,1
1083,0,108.32,6,1
1084,1,108.42,6,1
1085,1,108.52,6,1
1086,1,108.62,6,1
1087,1,108.72,6,1
1088,1,108.82,6,1
1089,1,108.92,6,1
1090,1,109.02,6,1
1091,1,109.12,6,1
1092,1,109.22,6,1
1093,1,109.32,6,1
1094,1,109.42,6,1
1095,1,109.52,6,1
1096,1,109.62,6,1
1097,1,109.72,6,1
1098,1,109.82,6,1
1099,1,109.92,6,1
1100,1,110.02,6,1
1101,1,110.12,6,1
1102,1,110.22,6,1
1103,1,110.32,6,1
1104,1,110.42,6,1
1105,1,110.52,6,1
1106,1,110.62,6,1
1107,1,110.72,6,1
1108,1,110.82,6,1
1109,1,110.92,6,1
1110,1,111.02,6,1
1111,1,111.12,6,1
1112,1,111.22,6,1
1113,1,111.32,6,1
1114,1,111.42,6,1
1115,1,111.52,6,1
1116,1,111.62,6,1
1117,1,111.72,6,1
1118,1,111.82,6,1
1119,1,111.92,6,1
1120,1,112.02,6,1
1121,1,112.12,6,1
1122,1,112.22,6,1
1123,1,112.32,6,1
1124,1,112.42,6,1
1125,1,112.52,6,1
1126,1,112.62,6,1
1127,1,112.72,6,1
1128,0,112.82,6,1
1129,0,112.92,6,1
1130,0,113.02,6,1
1131,0,113.12,6,1
1132,0,113.22,6,1
1133,0,113.32,6,1
1134,0,113.42,6,1
1135,0,113.52,6,1
1136,0,113.62,6,1
1137,0,113.72,6,1
1138,0,113.82,6,1
1139,0,113.92,6,1
1140,0,114.02,6,1
1141,0,114.12,6,1
1142,0,114.22,6,1
1143,0,114.32,6,1
1144,0,114.42,6,1
1145,0,114.52,6,1
1146,0,114.62,6,1
1147,0,114.72,6,1
1148,0,114.82,6,1
1149,0,114.92,6,1
1150,0,115.02,6,1
