,subject,trial,y_time,y
86,6,1,8.62,0
87,6,1,8.72,0
88,6,1,8.82,0
89,6,1,8.92,0
90,6,1,9.02,0
91,6,1,9.12,0
92,6,1,9.22,0
93,6,1,9.32,0
94,6,1,9.42,0
95,6,1,9.52,0
96,6,1,9.62,0
97,6,1,9.72,0
98,6,1,9.82,0
99,6,1,9.92,0
100,6,1,10.02,0
101,6,1,10.12,0
102,6,1,10.22,0
103,6,1,10.32,0
104,6,1,10.42,0
105,6,1,10.52,0
106,6,1,10.62,0
107,6,1,10.72,0
108,6,1,10.82,0
109,6,1,10.92,0
110,6,1,11.02,0
111,6,1,11.12,0
112,6,1,11.22,0
113,6,1,11.32,0
114,6,1,11.42,0
115,6,1,11.52,0
116,6,1,11.62,0
117,6,1,11.72,0
118,6,1,11.82,0
119,6,1,11.92,0
120,6,1,12.02,0
121,6,1,12.12,0
122,6,1,12.22,0
123,6,1,12.32,0
124,6,1,12.42,0
125,6,1,12.52,0
126,6,1,12.62,0
127,6,1,12.72,0
128,6,1,12.82,0
129,6,1,12.92,0
130,6,1,13.02,0
131,6,1,13.12,0
132,6,1,13.22,0
133,6,1,13.32,0
134,6,1,13.42,0
135,6,1,13.52,0
136,6,1,13.62,0
137,6,1,13.72,0
138,6,1,13.82,0
139,6,1,13.92,0
140,6,1,14.02,0
141,6,1,14.12,0
142,6,1,14.22,0
143,6,1,14.32,0
144,6,1,14.42,0
145,6,1,14.52,0
146,6,1,14.62,0
147,6,1,14.72,0
148,6,1,14.82,0
149,6,1,14.92,0
150,6,1,15.02,0
151,6,1,15.12,0
152,6,1,15.22,0
153,6,1,15.32,0
154,6,1,15.42,0
155,6,1,15.52,0
156,6,1,15.62,0
157,6,1,15.72,0
158,6,1,15.82,0
159,6,1,15.92,0
160,6,1,16.02,0
161,6,1,16.12,0
162,6,1,16.22,0
163,6,1,16.32,0
164,6,1,16.42,0
165,6,1,16.52,0
166,6,1,16.62,0
167,6,1,16.72,0
168,6,1,16.82,0
169,6,1,16.92,0
170,6,1,17.02,0
171,6,1,17.12,0
172,6,1,17.22,0
173,6,1,17.32,0
174,6,1,17.42,0
175,6,1,17.52,0
176,6,1,17.62,0
177,6,1,17.72,0
178,6,1,17.82,0
179,6,1,17.92,0
180,6,1,18.02,0
181,6,1,18.12,0
182,6,1,18.22,0
183,6,1,18.32,0
184,6,1,18.42,0
185,6,1,18.52,0
186,6,1,18.62,0
187,6,1,18.72,0
188,6,1,18.82,0
189,6,1,18.92,0
190,6,1,19.02,0
191,6,1,19.12,0
192,6,1,19.22,0
193,6,1,19.32,0
194,6,1,19.42,0
195,6,1,19.52,0
196,6,1,19.62,0
197,6,1,19.72,0
198,6,1,19.82,0
199,6,1,19.92,0
200,6,1,20.02,0
201,6,1,20.12,0
202,6,1,20.22,0
203,6,1,20.32,0
204,6,1,20.42,0
205,6,1,20.52,0
206,6,1,20.62,0
207,6,1,20.72,0
208,6,1,20.82,0
209,6,1,20.92,0
210,6,1,21.02,0
211,6,1,21.12,0
212,6,1,21.22,0
213,6,1,21.32,0
214,6,1,21.42,0
215,6,1,21.52,0
216,6,1,21.62,0
217,6,1,21.72,0
218,6,1,21.82,0
219,6,1,21.92,0
220,6,1,22.02,0
221,6,1,22.12,0
222,6,1,22.22,0
223,6,1,22.32,0
224,6,1,22.42,0
225,6,1,22.52,0
226,6,1,22.62,0
227,6,1,22.72,0
228,6,1,22.82,0
229,6,1,22.92,0
230,6,1,23.02,0
231,6,1,23.12,0
232,6,1,23.22,0
233,6,1,23.32,0
234,6,1,23.42,0
235,6,1,23.52,0
236,6,1,23.62,0
237,6,1,23.72,0
238,6,1,23.82,0
239,6,1,23.92,0
240,6,1,24.02,0
241,6,1,24.12,0
242,6,1,24.22,0
243,6,1,24.32,0
244,6,1,24.42,0
245,6,1,24.52,0
246,6,1,24.62,0
247,6,1,24.72,0
248,6,1,24.82,0
249,6,1,24.92,0
250,6,1,25.02,0
251,6,1,25.12,0
252,6,1,25.22,0
253,6,1,25.32,0
254,6,1,25.42,0
255,6,1,25.52,0
256,6,1,25.62,0
257,6,1,25.72,0
258,6,1,25.82,0
259,6,1,25.92,0
260,6,1,26.02,0
261,6,1,26.12,0
262,6,1,26.22,0
263,6,1,26.32,0
264,6,1,26.42,0
265,6,1,26.52,0
266,6,1,26.62,0
267,6,1,26.72,0
268,6,1,26.82,0
269,6,1,26.92,0
270,6,1,27.02,0
271,6,1,27.12,0
272,6,1,27.22,0
273,6,1,27.32,0
274,6,1,27.42,0
275,6,1,27.52,0
276,6,1,27.62,0
277,6,1,27.72,0
278,6,1,27.82,0
279,6,1,27.92,0
280,6,1,28.02,0
281,6,1,28.12,0
282,6,1,28.22,0
283,6,1,28.32,0
284,6,1,28.42,0
285,6,1,28.52,0
286,6,1,28.62,0
287,6,1,28.72,0
288,6,1,28.82,0
289,6,1,28.92,0
290,6,1,29.02,0
291,6,1,29.12,0
292,6,1,29.22,0
293,6,1,29.32,0
294,6,1,29.42,0
295,6,1,29.52,0
296,6,1,29.62,0
297,6,1,29.72,0
298,6,1,29.82,0
299,6,1,29.92,0
300,6,1,30.02,0
301,6,1,30.12,0
302,6,1,30.22,0
303,6,1,30.32,0
304,6,1,30.42,0
305,6,1,30.52,0
306,6,1,30.62,0
307,6,1,30.72,0
308,6,1,30.82,0
309,6,1,30.92,0
310,6,1,31.02,0
311,6,1,31.12,0
312,6,1,31.22,0
313,6,1,31.32,0
314,6,1,31.42,0
315,6,1,31.52,0
316,6,1,31.62,0
317,6,1,31.72,0
318,6,1,31.82,0
319,6,1,31.92,0
320,6,1,32.02,0
321,6,1,32.12,0
322,6,1,32.22,0
323,6,1,32.32,0
324,6,1,32.42,0
325,6,1,32.52,0
326,6,1,32.62,0
327,6,1,32.72,0
328,6,1,32.82,0
329,6,1,32.92,0
330,6,1,33.02,0
331,6,1,33.12,0
332,6,1,33.22,0
333,6,1,33.32,0
334,6,1,33.42,0
335,6,1,33.52,0
336,6,1,33.62,0
337,6,1,33.72,0
338,6,1,33.82,0
339,6,1,33.92,0
340,6,1,34.02,0
341,6,1,34.12,0
342,6,1,34.22,0
343,6,1,34.32,0
344,6,1,34.42,0
345,6,1,34.52,0
346,6,1,34.62,0
347,6,1,34.72,0
348,6,1,34.82,0
349,6,1,34.92,0
350,6,1,35.02,0
351,6,1,35.12,0
352,6,1,35.22,0
353,6,1,35.32,0
354,6,1,35.42,0
355,6,1,35.52,0
356,6,1,35.62,0
357,6,1,35.72,0
358,6,1,35.82,0
359,6,1,35.92,0
360,6,1,36.02,0
361,6,1,36.12,0
362,6,1,36.22,0
363,6,1,36.32,0
364,6,1,36.42,0
365,6,1,36.52,0
366,6,1,36.62,0
367,6,1,36.72,0
368,6,1,36.82,0
369,6,1,36.92,0
370,6,1,37.02,0
371,6,1,37.12,0
372,6,1,37.22,0
373,6,1,37.32,0
374,6,1,37.42,0
375,6,1,37.52,0
376,6,1,37.62,0
377,6,1,37.72,0
378,6,1,37.82,0
379,6,1,37.92,0
380,6,1,38.02,0
381,6,1,38.12,0
382,6,1,38.22,0
383,6,1,38.32,0
384,6,1,38.42,0
385,6,1,38.52,0
386,6,1,38.62,0
387,6,1,38.72,0
388,6,1,38.82,0
389,6,1,38.92,0
390,6,1,39.02,0
391,6,1,39.12,0
392,6,1,39.22,0
393,6,1,39.32,0
394,6,1,39.42,0
395,6,1,39.52,0
396,6,1,39.62,0
397,6,1,39.72,0
398,6,1,39.82,0
399,6,1,39.92,0
400,6,1,40.02,0
401,6,1,40.12,0
402,6,1,40.22,0
403,6,1,40.32,0
404,6,1,40.42,0
405,6,1,40.52,0
406,6,1,40.62,0
407,6,1,40.72,0
408,6,1,40.82,0
409,6,1,40.92,0
410,6,1,41.02,0
411,6,1,41.12,0
412,6,1,41.22,0
413,6,1,41.32,0
414,6,1,41.42,0
415,6,1,41.52,0
416,6,1,41.62,0
417,6,1,41.72,0
418,6,1,41.82,0
419,6,1,41.92,0
420,6,1,42.02,0
421,6,1,42.12,0
422,6,1,42.22,0
423,6,1,42.32,0
424,6,1,42.42,0
425,6,1,42.52,0
426,6,1,42.62,0
427,6,1,42.72,0
428,6,1,42.82,0
429,6,1,42.92,0
430,6,1,43.02,0
431,6,1,43.12,0
432,6,1,43.22,0
433,6,1,43.32,0
434,6,1,43.42,0
435,6,1,43.52,0
436,6,1,43.62,0
437,6,1,43.72,0
438,6,1,43.82,0
439,6,1,43.92,0
440,6,1,44.02,0
441,6,1,44.12,0
442,6,1,44.22,0
443,6,1,44.32,0
444,6,1,44.42,0
445,6,1,44.52,0
446,6,1,44.62,0
447,6,1,44.72,0
448,6,1,44.82,0
449,6,1,44.92,0
450,6,1,45.02,0
451,6,1,45.12,0
452,6,1,45.22,0
453,6,1,45.32,0
454,6,1,45.42,0
455,6,1,45.52,0
456,6,1,45.62,0
457,6,1,45.72,0
458,6,1,45.82,0
459,6,1,45.92,0
460,6,1,46.02,0
461,6,1,46.12,0
462,6,1,46.22,0
463,6,1,46.32,0
464,6,1,46.42,0
465,6,1,46.52,0
466,6,1,46.62,0
467,6,1,46.72,0
468,6,1,46.82,0
469,6,1,46.92,0
470,6,1,47.02,0
471,6,1,47.12,0
472,6,1,47.22,0
473,6,1,47.32,0
474,6,1,47.42,0
475,6,1,47.52,0
476,6,1,47.62,0
477,6,1,47.72,0
478,6,1,47.82,0
479,6,1,47.92,0
480,6,1,48.02,0
481,6,1,48.12,0
482,6,1,48.22,0
483,6,1,48.32,0
484,6,1,48.42,0
485,6,1,48.52,0
486,6,1,48.62,0
487,6,1,48.72,0
488,6,1,48.82,0
489,6,1,48.92,0
490,6,1,49.02,0
491,6,1,49.12,0
492,6,1,49.22,0
493,6,1,49.32,0
494,6,1,49.42,0
495,6,1,49.52,0
496,6,1,49.62,0
497,6,1,49.72,0
498,6,1,49.82,0
499,6,1,49.92,0
500,6,1,50.02,0
501,6,1,50.12,0
502,6,1,50.22,0
503,6,1,50.32,0
504,6,1,50.42,0
505,6,1,50.52,0
506,6,1,50.62,0
507,6,1,50.72,0
508,6,1,50.82,0
509,6,1,50.92,0
510,6,1,51.02,0
511,6,1,51.12,0
512,6,1,51.22,0
513,6,1,51.32,0
514,6,1,51.42,0
515,6,1,51.52,0
516,6,1,51.62,0
517,6,1,51.72,0
518,6,1,51.82,0
519,6,1,51.92,0
520,6,1,52.02,0
521,6,1,52.12,0
522,6,1,52.22,0
523,6,1,52.32,0
524,6,1,52.42,0
525,6,1,52.52,0
526,6,1,52.62,0
527,6,1,52.72,0
528,6,1,52.82,0
529,6,1,52.92,0
530,6,1,53.02,0
531,6,1,53.12,0
532,6,1,53.22,0
533,6,1,53.32,0
534,6,1,53.42,0
535,6,1,53.52,0
536,6,1,53.62,0
537,6,1,53.72,0
538,6,1,53.82,0
539,6,1,53.92,0
540,6,1,54.02,0
541,6,1,54.12,0
542,6,1,54.22,0
543,6,1,54.32,0
544,6,1,54.42,0
545,6,1,54.52,0
546,6,1,54.62,0
547,6,1,54.72,0
548,6,1,54.82,0
549,6,1,54.92,0
550,6,1,55.02,0
551,6,1,55.12,0
552,6,1,55.22,0
553,6,1,55.32,0
554,6,1,55.42,0
555,6,1,55.52,0
556,6,1,55.62,0
557,6,1,55.72,0
558,6,1,55.82,0
559,6,1,55.92,0
560,6,1,56.02,0
561,6,1,56.12,0
562,6,1,56.22,0
563,6,1,56.32,0
564,6,1,56.42,0
565,6,1,56.52,0
566,6,1,56.62,0
567,6,1,56.72,0
568,6,1,56.82,0
569,6,1,56.92,0
570,6,1,57.02,0
571,6,1,57.12,0
572,6,1,57.22,0
573,6,1,57.32,0
574,6,1,57.42,0
575,6,1,57.52,0
576,6,1,57.62,0
577,6,1,57.72,0
578,6,1,57.82,0
579,6,1,57.92,0
580,6,1,58.02,0
581,6,1,58.12,0
582,6,1,58.22,0
583,6,1,58.32,0
584,6,1,58.42,0
585,6,1,58.52,0
586,6,1,58.62,0
587,6,1,58.72,0
588,6,1,58.82,0
589,6,1,58.92,0
590,6,1,59.02,0
591,6,1,59.12,0
592,6,1,59.22,0
593,6,1,59.32,0
594,6,1,59.42,0
595,6,1,59.52,0
596,6,1,59.62,0
597,6,1,59.72,0
598,6,1,59.82,0
599,6,1,59.92,0
600,6,1,60.02,0
601,6,1,60.12,0
602,6,1,60.22,0
603,6,1,60.32,0
604,6,1,60.42,0
605,6,1,60.52,0
606,6,1,60.62,0
607,6,1,60.72,0
608,6,1,60.82,0
609,6,1,60.92,0
610,6,1,61.02,0
611,6,1,61.12,0
612,6,1,61.22,0
613,6,1,61.32,0
614,6,1,61.42,0
615,6,1,61.52,0
616,6,1,61.62,0
617,6,1,61.72,0
618,6,1,61.82,0
619,6,1,61.92,0
620,6,1,62.02,0
621,6,1,62.12,0
622,6,1,62.22,0
623,6,1,62.32,0
624,6,1,62.42,0
625,6,1,62.52,0
626,6,1,62.62,0
627,6,1,62.72,0
628,6,1,62.82,0
629,6,1,62.92,0
630,6,1,63.02,0
631,6,1,63.12,0
632,6,1,63.22,0
633,6,1,63.32,0
634,6,1,63.42,0
635,6,1,63.52,0
636,6,1,63.62,0
637,6,1,63.72,0
638,6,1,63.82,0
639,6,1,63.92,0
640,6,1,64.02,0
641,6,1,64.12,0
642,6,1,64.22,0
643,6,1,64.32,0
644,6,1,64.42,0
645,6,1,64.52,0
646,6,1,64.62,0
647,6,1,64.72,0
648,6,1,64.82,0
649,6,1,64.92,0
650,6,1,65.02,0
651,6,1,65.12,0
652,6,1,65.22,0
653,6,1,65.32,0
654,6,1,65.42,0
655,6,1,65.52,0
656,6,1,65.62,0
657,6,1,65.72,0
658,6,1,65.82,0
659,6,1,65.92,0
660,6,1,66.02,0
661,6,1,66.12,0
662,6,1,66.22,0
663,6,1,66.32,0
664,6,1,66.42,0
665,6,1,66.52,0
666,6,1,66.62,0
667,6,1,66.72,0
668,6,1,66.82,0
669,6,1,66.92,0
670,6,1,67.02,0
671,6,1,67.12,0
672,6,1,67.22,0
673,6,1,67.32,0
674,6,1,67.42,0
675,6,1,67.52,0
676,6,1,67.62,0
677,6,1,67.72,0
678,6,1,67.82,0
679,6,1,67.92,0
680,6,1,68.02,0
681,6,1,68.12,0
682,6,1,68.22,0
683,6,1,68.32,0
684,6,1,68.42,0
685,6,1,68.52,0
686,6,1,68.62,0
687,6,1,68.72,0
688,6,1,68.82,0
689,6,1,68.92,0
690,6,1,69.02,0
691,6,1,69.12,0
692,6,1,69.22,0
693,6,1,69.32,0
694,6,1,69.42,0
695,6,1,69.52,0
696,6,1,69.62,0
697,6,1,69.72,0
698,6,1,69.82,0
699,6,1,69.92,0
700,6,1,70.02,0
701,6,1,70.12,0
702,6,1,70.22,0
703,6,1,70.32,0
704,6,1,70.42,0
705,6,1,70.52,0
706,6,1,70.62,0
707,6,1,70.72,0
708,6,1,70.82,0
709,6,1,70.92,0
710,6,1,71.02,0
711,6,1,71.12,0
712,6,1,71.22,0
713,6,1,71.32,0
714,6,1,71.42,0
715,6,1,71.52,0
716,6,1,71.62,0
717,6,1,71.72,0
718,6,1,71.82,0
719,6,1,71.92,0
720,6,1,72.02,0
721,6,1,72.12,0
722,6,1,72.22,0
723,6,1,72.32,0
724,6,1,72.42,0
725,6,1,72.52,0
726,6,1,72.62,0
727,6,1,72.72,0
728,6,1,72.82,0
729,6,1,72.92,0
730,6,1,73.02,0
731,6,1,73.12,0
732,6,1,73.22,0
733,6,1,73.32,0
734,6,1,73.42,0
735,6,1,73.52,0
736,6,1,73.62,0
737,6,1,73.72,0
738,6,1,73.82,0
739,6,1,73.92,0
740,6,1,74.02,0
741,6,1,74.12,0
742,6,1,74.22,0
743,6,1,74.32,0
744,6,1,74.42,0
745,6,1,74.52,0
746,6,1,74.62,0
747,6,1,74.72,0
748,6,1,74.82,0
749,6,1,74.92,0
750,6,1,75.02,0
751,6,1,75.12,0
752,6,1,75.22,0
753,6,1,75.32,0
754,6,1,75.42,0
755,6,1,75.52,0
756,6,1,75.62,0
757,6,1,75.72,0
758,6,1,75.82,0
759,6,1,75.92,0
760,6,1,76.02,0
761,6,1,76.12,0
762,6,1,76.22,0
763,6,1,76.32,0
764,6,1,76.42,0
765,6,1,76.52,0
766,6,1,76.62,0
767,6,1,76.72,0
768,6,1,76.82,0
769,6,1,76.92,0
770,6,1,77.02,0
771,6,1,77.12,0
772,6,1,77.22,0
773,6,1,77.32,0
774,6,1,77.42,0
775,6,1,77.52,0
776,6,1,77.62,0
777,6,1,77.72,0
778,6,1,77.82,0
779,6,1,77.92,0
780,6,1,78.02,0
781,6,1,78.12,0
782,6,1,78.22,0
783,6,1,78.32,0
784,6,1,78.42,0
785,6,1,78.52,0
786,6,1,78.62,0
787,6,1,78.72,0
788,6,1,78.82,0
789,6,1,78.92,0
790,6,1,79.02,0
791,6,1,79.12,0
792,6,1,79.22,0
793,6,1,79.32,0
794,6,1,79.42,0
795,6,1,79.52,0
796,6,1,79.62,0
797,6,1,79.72,0
798,6,1,79.82,0
799,6,1,79.92,0
800,6,1,80.02,0
801,6,1,80.12,0
802,6,1,80.22,0
803,6,1,80.32,0
804,6,1,80.42,0
805,6,1,80.52,0
806,6,1,80.62,0
807,6,1,80.72,0
808,6,1,80.82,0
809,6,1,80.92,0
810,6,1,81.02,0
811,6,1,81.12,0
812,6,1,81.22,0
813,6,1,81.32,0
814,6,1,81.42,0
815,6,1,81.52,0
816,6,1,81.62,0
817,6,1,81.72,0
818,6,1,81.82,0
819,6,1,81.92,0
820,6,1,82.02,0
821,6,1,82.12,0
822,6,1,82.22,0
823,6,1,82.32,0
824,6,1,82.42,0
825,6,1,82.52,0
826,6,1,82.62,0
827,6,1,82.72,0
828,6,1,82.82,0
829,6,1,82.92,0
830,6,1,83.02,0
831,6,1,83.12,0
832,6,1,83.22,0
833,6,1,83.32,0
834,6,1,83.42,0
835,6,1,83.52,0
836,6,1,83.62,0
837,6,1,83.72,0
838,6,1,83.82,0
839,6,1,83.92,0
840,6,1,84.02,0
841,6,1,84.12,0
842,6,1,84.22,0
843,6,1,84.32,0
844,6,1,84.42,0
845,6,1,84.52,0
846,6,1,84.62,0
847,6,1,84.72,0
848,6,1,84.82,0
849,6,1,84.92,0
850,6,1,85.02,0
851,6,1,85.12,0
852,6,1,85.22,0
853,6,1,85.32,0
854,6,1,85.42,0
855,6,1,85.52,0
856,6,1,85.62,0
857,6,1,85.72,0
858,6,1,85.82,0
859,6,1,85.92,0
860,6,1,86.02,0
861,6,1,86.12,0
862,6,1,86.22,0
863,6,1,86.32,0
864,6,1,86.42,0
865,6,1,86.52,0
866,6,1,86.62,0
867,6,1,86.72,0
868,6,1,86.82,1
869,6,1,86.92,1
870,6,1,87.02,1
871,6,1,87.12,1
872,6,1,87.22,1
873,6,1,87.32,1
874,6,1,87.42,1
875,6,1,87.52,1
876,6,1,87.62,1
877,6,1,87.72,1
878,6,1,87.82,1
879,6,1,87.92,1
880,6,1,88.02,1
881,6,1,88.12,1
882,6,1,88.22,1
883,6,1,88.32,1
884,6,1,88.42,1
885,6,1,88.52,1
886,6,1,88.62,1
887,6,1,88.72,1
888,6,1,88.82,1
889,6,1,88.92,1
890,6,1,89.02,1
891,6,1,89.12,1
892,6,1,89.22,1
893,6,1,89.32,1
894,6,1,89.42,1
895,6,1,89.52,1
896,6,1,89.62,1
897,6,1,89.72,1
898,6,1,89.82,1
899,6,1,89.92,1
900,6,1,90.02,1
901,6,1,90.12,1
902,6,1,90.22,1
903,6,1,90.32,1
904,6,1,90.42,1
905,6,1,90.52,1
906,6,1,90.62,1
907,6,1,90.72,1
908,6,1,90.82,1
909,6,1,90.92,1
910,6,1,91.02,1
911,6,1,91.12,1
912,6,1,91.22,1
913,6,1,91.32,1
914,6,1,91.42,1
915,6,1,91.52,0
916,6,1,91.62,0
917,6,1,91.72,0
918,6,1,91.82,0
919,6,1,91.92,0
920,6,1,92.02,0
921,6,1,92.12,0
922,6,1,92.22,0
923,6,1,92.32,0
924,6,1,92.42,0
925,6,1,92.52,0
926,6,1,92.62,0
927,6,1,92.72,0
928,6,1,92.82,0
929,6,1,92.92,0
930,6,1,93.02,0
931,6,1,93.12,0
932,6,1,93.22,0
933,6,1,93.32,1
934,6,1,93.42,1
935,6,1,93.52,1
936,6,1,93.62,1
937,6,1,93.72,1
938,6,1,93.82,1
939,6,1,93.92,1
940,6,1,94.02,1
941,6,1,94.12,1
942,6,1,94.22,1
943,6,1,94.32,1
944,6,1,94.42,1
945,6,1,94.52,1
946,6,1,94.62,1
947,6,1,94.72,1
948,6,1,94.82,1
949,6,1,94.92,1
950,6,1,95.02,1
951,6,1,95.12,1
952,6,1,95.22,1
953,6,1,95.32,1
954,6,1,95.42,1
955,6,1,95.52,1
956,6,1,95.62,1
957,6,1,95.72,1
958,6,1,95.82,1
959,6,1,95.92,1
960,6,1,96.02,1
961,6,1,96.12,1
962,6,1,96.22,1
963,6,1,96.32,1
964,6,1,96.42,1
965,6,1,96.52,1
966,6,1,96.62,1
967,6,1,96.72,1
968,6,1,96.82,1
969,6,1,96.92,1
970,6,1,97.02,1
971,6,1,97.12,1
972,6,1,97.22,1
973,6,1,97.32,1
974,6,1,97.42,1
975,6,1,97.52,1
976,6,1,97.62,1
977,6,1,97.72,1
978,6,1,97.82,1
979,6,1,97.92,1
980,6,1,98.02,1
981,6,1,98.12,1
982,6,1,98.22,1
983,6,1,98.32,1
984,6,1,98.42,1
985,6,1,98.52,1
986,6,1,98.62,1
987,6,1,98.72,1
988,6,1,98.82,1
989,6,1,98.92,1
990,6,1,99.02,1
991,6,1,99.12,1
992,6,1,99.22,1
993,6,1,99.32,1
994,6,1,99.42,1
995,6,1,99.52,1
996,6,1,99.62,1
997,6,1,99.72,1
998,6,1,99.82,1
999,6,1,99.92,1
1000,6,1,100.02,1
1001,6,1,100.12,1
1002,6,1,100.22,1
1003,6,1,100.32,1
1004,6,1,100.42,1
1005,6,1,100.52,1
1006,6,1,100.62,1
1007,6,1,100.72,1
1008,6,1,100.82,1
1009,6,1,100.92,1
1010,6,1,101.02,1
1011,6,1,101.12,1
1012,6,1,101.22,1
1013,6,1,101.32,1
1014,6,1,101.42,1
1015,6,1,101.52,1
1016,6,1,101.62,1
1017,6,1,101.72,1
1018,6,1,101.82,1
1019,6,1,101.92,1
1020,6,1,102.02,1
1021,6,1,102.12,0
1022,6,1,102.22,0
1023,6,1,102.32,0
1024,6,1,102.42,0
1025,6,1,102.52,0
1026,6,1,102.62,0
1027,6,1,102.72,0
1028,6,1,102.82,0
1029,6,1,102.92,0
1030,6,1,103.02,0
1031,6,1,103.12,0
1032,6,1,103.22,0
1033,6,1,103.32,0
1034,6,1,103.42,0
1035,6,1,103.52,0
1036,6,1,103.62,0
1037,6,1,103.72,0
1038,6,1,103.82,0
1039,6,1,103.92,0
1040,6,1,104.02,0
1041,6,1,104.12,0
1042,6,1,104.22,0
1043,6,1,104.32,0
1044,6,1,104.42,0
1045,6,1,104.52,0
1046,6,1,104.62,0
1047,6,1,104.72,0
1048,6,1,104.82,0
1049,6,1,104.92,0
1050,6,1,105.02,0
1051,6,1,105.12,0
1052,6,1,105.22,0
1053,6,1,105.32,0
1054,6,1,105.42,0
1055,6,1,105.52,0
1056,6,1,105.62,0
1057,6,1,105.72,0
1058,6,1,105.82,0
1059,6,1,105.92,0
1060,6,1,106.02,0
1061,6,1,106.12,0
1062,6,1,106.22,0
1063,6,1,106.32,0
1064,6,1,106.42,0
1065,6,1,106.52,0
1066,6,1,106.62,0
1067,6,1,106.72,0
1068,6,1,106.82,0
1069,6,1,106.92,0
1070,6,1,107.02,0
1071,6,1,107.12,0
1072,6,1,107.22,0
1073,6,1,107.32,0
1074,6,1,107.42,0
1075,6,1,107.52,0
1076,6,1,107.62,0
1077,6,1,107.72,0
1078,6,1,107.82,0
1079,6,1,107.92,0
1080,6,1,108.02,0
1081,6,1,108.12,0
1082,6,1,108.22,0
1083,6,1,108.32,0
1084,6,1,108.42,1
1085,6,1,108.52,1
1086,6,1,108.62,1
1087,6,1,108.72,1
1088,6,1,108.82,1
1089,6,1,108.92,1
1090,6,1,109.02,1
1091,6,1,109.12,1
1092,6,1,109.22,1
1093,6,1,109.32,1
1094,6,1,109.42,1
1095,6,1,109.52,1
1096,6,1,109.62,1
1097,6,1,109.72,1
1098,6,1,109.82,1
1099,6,1,109.92,1
1100,6,1,110.02,1
1101,6,1,110.12,1
1102,6,1,110.22,1
1103,6,1,110.32,1
1104,6,1,110.42,1
1105,6,1,110.52,1
1106,6,1,110.62,1
1107,6,1,110.72,1
1108,6,1,110.82,1
1109,6,1,110.92,1
1110,6,1,111.02,1
1111,6,1,111.12,1
1112,6,1,111.22,1
1113,6,1,111.32,1
1114,6,1,111.42,1
1115,6,1,111.52,1
1116,6,1,111.62,1
1117,6,1,111.72,1
1118,6,1,111.82,1
1119,6,1,111.92,1
1120,6,1,112.02,1
1121,6,1,112.12,1
1122,6,1,112.22,1
1123,6,1,112.32,1
1124,6,1,112.42,1
1125,6,1,112.52,1
1126,6,1,112.62,1
1127,6,1,112.72,1
1128,6,1,112.82,0
1129,6,1,112.92,0
1130,6,1,113.02,0
1131,6,1,113.12,0
1132,6,1,113.22,0
1133,6,1,113.32,0
1134,6,1,113.42,0
1135,6,1,113.52,0
1136,6,1,113.62,0
1137,6,1,113.72,0
1138,6,1,113.82,0
1139,6,1,113.92,0
1140,6,1,114.02,0
1141,6,1,114.12,0
1142,6,1,114.22,0
1143,6,1,114.32,0
1144,6,1,114.42,0
1145,6,1,114.52,0
1146,6,1,114.62,0
1147,6,1,114.72,0
1148,6,1,114.82,0
1149,6,1,114.92,0
1150,6,1,115.02,0
